Tên công việc,Tên công ty,Nơi làm việc,Mức lương,Ngày đăng tin,Ngày hết hạn,Link
"Nhân viên tư vấn cho ngân hàng quân đội MB  tại Đống Đa, Hà Nội .H2 (Mới)",CÔNG TY CỔ PHẦN TRUYỀN THÔNG KIM CƯƠNG,Hà Nội,Lương: 8 Tr - 12 Tr VND,01-10-2025,26-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-tu-van-cho-ngan-hang-quan-doi-mb-tai-dong-da-ha-noi-h2.35C59987.html
Nhân viên Chăm Sóc Khách Hàng (Youtube Shopping ) (Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,Lương: 7 Tr - 9 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-youtube-shopping.35C598CA.html
Nhân Viên Chăm Sóc Khách Hàng Shopee (Ca Đêm) (Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,Lương: 9 Tr - 11 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-shopee-ca-dem.35C59986.html
Nhân viên Sale khoá học - TP. Thủ Đức (Mới),CareerViet's client,Hồ Chí Minh,Lương: 10 Tr - 14 Tr VND,01-10-2025,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-sale-khoa-hoc-tp-thu-duc.35C59984.html
Giám sát công trình nội thất gỗ (Hà Nội _ Hàng Bài) (Mới),Công ty Cổ Phần Đầu tư và Phát triển Tập đoàn Đông Ngô,Hà Nội,Lương: 19 Tr - 23 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/giam-sat-cong-trinh-noi-that-go-ha-noi-_-hang-bai.35C59940.html
Hiệu trưởng | Phó Hiệu trưởng Tiểu học (Mới),CareerViet's client,Hồ Chí Minh,Lương: 27 Tr - 35 Tr VND,01-10-2025,N/A,https://careerviet.vn/vi/tim-viec-lam/hieu-truong-pho-hieu-truong-tieu-hoc.35C59983.html
Nhân Viên Kinh Doanh Phát Triển Thị Trường (Mới),CÔNG TY TNHH GUMI POLYMER VINA,Đồng Nai,Lương: 20 Tr - 30 Tr VND,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-phat-trien-thi-truong.35C59981.html
Graphic Designer (Junior Level) (Mới),CÔNG TY TNHH CIAEA INTERNATIONAL COMMUNICATION,Hồ Chí Minh,Lương: Trên 450 USD,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/graphic-designer-junior-level.35C5997F.html
IT Application Team Lead (Mới),"HD SAISON Finance Co., Ltd",Hồ Chí Minh,Lương: Cạnh tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/it-application-team-lead.35C5997E.html
Creative Content Manager (Mới),HMK Eyewear,Hồ Chí Minh,Lương: Cạnh tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/creative-content-manager.35C5997D.html
LEADER TELESALES  (Gấp đi làm luôn - Bán hàng B2B) (Mới),CÔNG TY TNHH THƯƠNG MẠI VÀ HỮU NGHỊ LÊ GIA,Hà Nội,Lương: 15 Tr - 30 Tr VND,01-10-2025,30-11-2025,https://careerviet.vn/vi/tim-viec-lam/leader-telesales-gap-di-lam-luon-ban-hang-b2b.35C5997C.html
kế toán nội bộ (Mới),CÔNG TY CỔ PHẦN SMARTCONS,Hồ Chí Minh,Lương: 9 Tr - 12 Tr VND,01-10-2025,15-10-2025,https://careerviet.vn/vi/tim-viec-lam/ke-toan-noi-bo.35C5997A.html
Chuyên viên thiết kế (Mới),Công Ty Cổ Phần Tập Đoàn Sunshine,Hồ Chí Minh,Lương: 20 Tr - 30 Tr VND,01-10-2025,20-10-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-thiet-ke.35C59979.html
(HCM-Củ Chi)  Trưởng Nhóm Kinh Doanh Ván Gỗ (Mới),Công Ty TNHH Tập Đoàn Rita Võ,Hồ Chí Minh,Lương: Cạnh tranh,01-10-2025,04-11-2025,https://careerviet.vn/vi/tim-viec-lam/hcm-cu-chi-truong-nhom-kinh-doanh-van-go.35C59976.html
Nhân Viên Chăm Sóc Khách Hàng Multi Task (Ca Đêm) - Shopee (Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,Lương: 9 Tr - 11 Tr VND,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-multi-task-ca-dem-shopee.35C59974.html
Graphic Desgin(Mới),Công Ty Cổ phần Tập Đoàn KIDO,Hồ Chí Minh,Lương: Cạnh Tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/graphic-desgin.35C59970.html
Senior Graphic Designer(Mới),Concung.com - Con Cung Joint Stock Company,Hồ Chí Minh,Lương: Cạnh Tranh,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/senior-graphic-designer.35C5996F.html
Nhân Viên Admin Finance (Bắc Ninh)(Mới),Công Ty TNHH Việt Mỹ-SSU,Bắc Ninh,Lương: 8 Tr - 8 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-admin-finance-bac-ninh.35C5996D.html
Nhân Viên Admin Finance (Shopee)(Mới),Công Ty TNHH Việt Mỹ-SSU,Bắc Ninh Hồ Chí Minh,"Lương: 6,8 Tr - 8 Tr VND",01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-admin-finance-shopee.35C59964.html
HR EXECUTIVE(Mới),CÔNG TY CỔ PHẦN GIẢI PHÁP VPOWER,Hồ Chí Minh,Lương: Cạnh Tranh,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/hr-executive.35C5996B.html
Cost accountant(Mới),CÔNG TY TNHH WGR INDUSTRIES,Bình Định,Lương: Cạnh Tranh,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/cost-accountant.35C5996C.html
Chuyên viên Đào tạo Kỹ năng & Dịch vụ(Mới),Hệ thống Phòng khám 315,Hồ Chí Minh,Lương: Cạnh Tranh,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-dao-tao-ky-nang-dich-vu.35C5996A.html
Production Specialist(Mới),Công Ty Cổ phần Tập Đoàn KIDO,Hồ Chí Minh,Lương: Cạnh Tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/production-specialist.35C59969.html
Nhân Viên Chăm Sóc Khách Hàng (Youtube Shopping)(Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,Lương: 6 Tr - 9 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-youtube-shopping.35C59968.html
Kỹ Sư Nhiệt Lạnh(Mới),Phan Bách Refrigeration JSC,Hồ Chí Minh,Lương: Cạnh Tranh,01-10-2025,30-11-2025,https://careerviet.vn/vi/tim-viec-lam/ky-su-nhiet-lanh.35C59961.html
Kỹ thuật viên lắp ráp tủ điện(Mới),CÔNG TY CỔ PHẦN TẬP ĐOÀN DAT,Hồ Chí Minh,Lương: 9 Tr - 10 Tr VND,01-10-2025,24-10-2025,https://careerviet.vn/vi/tim-viec-lam/ky-thuat-vien-lap-rap-tu-dien.35C59967.html
Nhân Viên Xử Lý Khiếu Nại (Đơn Hàng Shopee)(Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,Lương: 6 Tr - 9 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-xu-ly-khieu-nai-don-hang-shopee.35C59965.html
"Financial Analyst, Senior Officer(Mới)",CÔNG TY TNHH BẢO HIỂM NHÂN THỌ MB AGEAS,Hà Nội,Lương: Cạnh Tranh,01-10-2025,30-11-2025,https://careerviet.vn/vi/tim-viec-lam/financial-analyst-senior-officer.35C59966.html
Chuyên Viên Kinh Doanh Mảng Robotics(Mới),CÔNG TY CỔ PHẦN TẬP ĐOÀN DAT,Hồ Chí Minh,Lương: 20 Tr - 30 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-kinh-doanh-mang-robotics.35C59963.html
Chuyên viên kinh doanh dự án Tự động hóa(Mới),CÔNG TY CỔ PHẦN TẬP ĐOÀN DAT,Hồ Chí Minh,Lương: 20 Tr - 30 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-kinh-doanh-du-an-tu-dong-hoa.35C59962.html
Nhân Viên Kinh Doanh Tại Văn Phòng (Hàng Gia Dụng) Thu Nhập 10 -18 Triệu Tại Hà Nội(Mới),CÔNG TY CP XUẤT NHẬP KHẨU TKS GROUP,Hà Nội,Lương: 10 Tr - 18 Tr VND,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-tai-van-phong-hang-gia-dung-thu-nhap-10-18-trieu-tai-ha-noi.35C5995D.html
Quản lý Kinh doanh khu vực Miền Trung(Mới),CÔNG TY CỔ PHẦN TẬP ĐOÀN DAT,Đà Nẵng,Lương: 20 Tr - 30 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/quan-ly-kinh-doanh-khu-vuc-mien-trung.35C5995C.html
Nhân viên chăm sóc khách hàng (Shopee_Call Inbound)(Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,"Lương: 6 Tr - 8,3 Tr VND",01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-shopee_call-inbound.35C59894.html
Nhân Viên Telesales (Seller Affiliate_Shopee)(Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,Lương: 6 Tr - 9 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-telesales-seller-affiliate_shopee.35C59958.html
CHUYÊN VIÊN CUNG ỨNG VẬT LIỆU(Mới),Tổng công ty Xây dựng số 1 – CTCP,Hồ Chí Minh,Lương: Cạnh Tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cung-ung-vat-lieu.35C5995B.html
Deputy Manager of Data Analytics(Mới),CÔNG TY TNHH BẢO HIỂM NHÂN THỌ MB AGEAS,Hà Nội,Lương: Cạnh Tranh,01-10-2025,30-11-2025,https://careerviet.vn/vi/tim-viec-lam/deputy-manager-of-data-analytics.35C59959.html
Nhân Viên Kế Toán,Công ty TNHH Thực phẩm Nissin Việt Nam,Bình Dương,Lương: 8 Tr - 12 Tr VND,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ke-toan.35C57238.html
Chăm Sóc Khách Hàng Shopee (Call IB) - Đi làm ngay(Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,"Lương: 6 Tr - 8,3 Tr VND",01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/cham-soc-khach-hang-shopee-call-ib-di-lam-ngay.35C59938.html
Senior Legal Officer(Mới),CÔNG TY TNHH BẢO HIỂM NHÂN THỌ MB AGEAS,Hà Nội,Lương: Cạnh Tranh,01-10-2025,30-11-2025,https://careerviet.vn/vi/tim-viec-lam/senior-legal-officer.35C59956.html
Nhân Viên Giải Quyết Khiếu Nại Shopee [GIỜ HÀNH CHÍNH](Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,Lương: 6 Tr - 9 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-giai-quyet-khieu-nai-shopee-gio-hanh-chinh.35C59946.html
"Digital Partnership Development, Senior Officer(Mới)",CÔNG TY TNHH BẢO HIỂM NHÂN THỌ MB AGEAS,Hà Nội,Lương: Cạnh Tranh,01-10-2025,30-11-2025,https://careerviet.vn/vi/tim-viec-lam/digital-partnership-development-senior-officer.35C59953.html
CHUYÊN VIÊN CHỌN THẦU (GIAO THÔNG - HẠ TẦNG KỸ THUẬT)(Mới),Tổng công ty Xây dựng số 1 – CTCP,Hồ Chí Minh,Lương: Cạnh Tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-chon-thau-giao-thong-ha-tang-ky-thuat.35C59952.html
QAQC Leader(Mới),Công Ty CP Xây Dựng Số 1 (COFICO),Hồ Chí Minh,Lương: 15 Tr - 25 Tr VND,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/qaqc-leader.35C59951.html
NV Báo cáo cải tiến(Mới),"Công ty TNHH, Liên Doanh Vĩnh Hưng (TMI Việt Nam)",Hồ Chí Minh,Lương: 10 Tr - 12 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nv-bao-cao-cai-tien.35C5994F.html
Kỹ sư QS M&E(Mới),CÔNG TY TNHH TẬP ĐOÀN XÂY DỰNG DELTA,Hà Nội,Lương: Cạnh Tranh,01-10-2025,30-11-2025,https://careerviet.vn/vi/tim-viec-lam/ky-su-qs-m-e.35C5994B.html
Trade Marketing Executive (Mới),Vascara Group,Hồ Chí Minh,Lương: Cạnh tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/trade-marketing-executive.35C5994D.html
Trade Marketing Executive (Mới),Vascara Group,Hồ Chí Minh,Lương: Cạnh tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/trade-marketing-executive.35C5994D.html
Kế toán hoá đơn (Mới),FASTCARE - CÔNG TY CP TM DV NHT,Hồ Chí Minh,Lương: 8 Tr - 10 Tr VND,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/ke-toan-hoa-don.35C59914.html
"Chuyên viên C&B (làm việc Long An, ngay cạnh Hóc Môn) (Mới)",Công Ty Cổ Phần Tập Đoàn Trần Anh Long An,Long An,Lương: Cạnh tranh,01-10-2025,30-11-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-c-b-lam-viec-long-an-ngay-canh-hoc-mon.35C5994C.html
[Nhà máy] Trưởng nhóm Hóa Lý (Mới),Công Ty Cổ Phần Vacxin Việt Nam,Long An Hồ Chí Minh,Lương: Cạnh tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nha-may-truong-nhom-hoa-ly.35C59947.html
Social Content Specialist (Mới),Công Ty Cổ phần Tập Đoàn KIDO,Hồ Chí Minh,Lương: Cạnh tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/social-content-specialist.35C59949.html
Nhân Viên Phát Triển Sản Phẩm (R&D Staff),Công Ty TNHH Texmaster Việt Nam,Bình Dương,Lương: Cạnh tranh,01-10-2025,18-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-phat-trien-san-pham-r-d-staff.35C57E80.html
Kế toán thống kê công trường - Hưng Yên (Mới),CÔNG TY TNHH TẬP ĐOÀN XÂY DỰNG DELTA,Hưng Yên,Lương: 12 Tr - 15 Tr VND,01-10-2025,30-11-2025,https://careerviet.vn/vi/tim-viec-lam/ke-toan-thong-ke-cong-truong-hung-yen.35C59934.html
Video Editor (Mới),Công Ty Cổ phần Tập Đoàn KIDO,Hồ Chí Minh,Lương: Cạnh tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/video-editor.35C59943.html
Regional Sales Head (Mekong Delta Region) (Mới),Công Ty CP Vàng Bạc Đá Quý Phú Nhuận - PNJ,Cần Thơ,Lương: Cạnh tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/regional-sales-head-mekong-delta-region.35C59942.html
Phụ Trách Ngành Thuốc Sát Trùng Gia Dụng Và Xử Lý Côn Trùng (PCO) (Mới),CÔNG TY CỔ PHẦN THUỐC SÁT TRÙNG VIỆT NAM,Hồ Chí Minh,Lương: 30 Tr - 35 Tr VND,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/phu-trach-nganh-thuoc-sat-trung-gia-dung-va-xu-ly-con-trung-pco.35C59939.html
Kế toán trưởng (Cần Giờ) (Mới),Bảo mật,Hồ Chí Minh,Lương: Cạnh tranh,01-10-2025,30-11-2025,https://careerviet.vn/vi/tim-viec-lam/ke-toan-truong-can-gio.35C59941.html
Junior Graphic Designer (Mới),Công Ty CP Dược Phẩm Pharmacity,Hồ Chí Minh,Lương: Cạnh tranh,01-10-2025,30-11-2025,https://careerviet.vn/vi/tim-viec-lam/junior-graphic-designer.35C5993E.html
"[Hưng Yên] Trưởng Nhóm Kế Toán (Giá Thành, Quản Trị, Tài Chính..) - Có Xe Đưa Đón (Mới)",CÔNG TY TNHH MEKTEC MANUFACTURING (VIỆT NAM),Hưng Yên,Lương: 17 Tr - 25 Tr VND,01-10-2025,30-11-2025,https://careerviet.vn/vi/tim-viec-lam/hung-yen-truong-nhom-ke-toan-gia-thanh-quan-tri-tai-chinh-co-xe-dua-don.35C5993D.html
NHÂN VIÊN THÔNG DỊCH TIẾNG HÀN NGẮN HẠN (Mới),CÔNG TY TNHH INZI VINA,Đồng Nai,Lương: Cạnh tranh,01-10-2025,30-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-thong-dich-tieng-han-ngan-han.35C5992C.html
[CITIGYM] Employer Branding Executive (Mới),CITIGYM,Hồ Chí Minh,Lương: 10 Tr - 13 Tr VND,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/citigym-employer-branding-executive.35C59920.html
Nhân Viên Chăm Sóc Khách Hàng Kênh Call Inbound Shopee (Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,"Lương: 6,8 Tr - 8 Tr VND",01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-kenh-call-inbound-shopee.35C598A1.html
Nhân Viên Chăm Sóc Khách Hàng Ví MoMo (Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,"Lương: 6,5 Tr - 8,5 Tr VND",01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-vi-momo.35C598AA.html
Nhân Viên Xử Lý Khiếu Nại Shopee (Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,"Lương: 7,3 Tr - 9 Tr VND",01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-xu-ly-khieu-nai-shopee.35C598D6.html
Nhân Viên Chăm Sóc KOL - Youtube Shopping (Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,Lương: 6 Tr - 9 Tr VND,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-kol-youtube-shopping.35C598F0.html
Nhân Viên Chăm Sóc Khách Hàng Driver Chat ShopeeFood (Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,"Lương: 8,5 Tr - 9,3 Tr VND",01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-driver-chat-shopeefood.35C598FE.html
NHÂN VIÊN CHĂM SÓC KHÁCH HÀNG SHARE R&D(Mới),CÔNG TY TNHH K O T I T I VIỆT NAM,Hồ Chí Minh,Lương: 8 Tr - 15 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-share-r-d.35C59932.html
Nhân Viên Hỗ Trợ Chương Trình Tiếp Thị Liên Kết Shopee (Seller Affiliate)(Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,Lương: 6 Tr - 9 Tr VND,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ho-tro-chuong-trinh-tiep-thi-lien-ket-shopee-seller-affiliate.35C59915.html
Nhân Viên Chăm Sóc Khách Hàng Kênh Chat Shopee(Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,"Lương: 6,7 Tr - 7,8 Tr VND",01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-kenh-chat-shopee.35C5991F.html
Chuyên viên Kinh doanh Logistics,Công ty CP Vĩnh An Logistics,Hồ Chí Minh,Lương: 15 Tr - 25 Tr VND,01-10-2025,18-10-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-kinh-doanh-logistics.35C57FCB.html
TRƯỞNG PHÒNG CHĂM SÓC KHÁCH HÀNG(Mới),HR Vietnam’s ESS Client,Hồ Chí Minh,"Lương: 2,000 - 3,000 USD",01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/truong-phong-cham-soc-khach-hang.35C59936.html
KẾ TOÁN CÔNG NỢ(Mới),CÔNG TY CỔ PHẦN GIẢI PHÁP GENE - GENE SOLUTIONS,Hà Nội Hồ Chí Minh,Lương: 12 Tr - 15 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/ke-toan-cong-no.35C59935.html
Trưởng phòng Phát triển Sản phẩm Bán lẻ(Mới),Ngân Hàng Thương Mại Cổ Phần Bảo Việt,Hà Nội,Lương: 40 Tr - 45 Tr VND,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/truong-phong-phat-trien-san-pham-ban-le.35C59929.html
"Nhân viên chăm sóc khách hàng cho ngân hàng quân đội MB  tại Đống Đa, Hà Nội(Mới)",CÔNG TY CỔ PHẦN TRUYỀN THÔNG KIM CƯƠNG,Hà Nội,Lương: 8 Tr - 12 Tr VND,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-cho-ngan-hang-quan-doi-mb-tai-dong-da-ha-noi.35C5992F.html
Chuyên viên Quản lý Quy trình Kinh doanh (Business Process Manager)(Mới),CÔNG TY CỔ PHẦN CHỨNG KHOÁN ASEAN,Hà Nội,Lương: Cạnh Tranh,01-10-2025,1,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-quan-ly-quy-trinh-kinh-doanh-business-process-manager.35C5992E.html
"Nhân viên chăm sóc khách hàng Viettel Post tại Hoài Đức, Hà Nội(Mới)",CÔNG TY CỔ PHẦN TRUYỀN THÔNG KIM CƯƠNG,Hà Nội,Lương: 7 Tr - 10 Tr VND,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-viettel-post-tai-hoai-duc-ha-noi.35C5992B.html
Kế Toán Thanh Toán(Mới),CÔNG TY CỔ PHẦN GIẢI PHÁP GENE - GENE SOLUTIONS,Hồ Chí Minh,Lương: 13 Tr - 15 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/ke-toan-thanh-toan.35C5992D.html
QUẢN LÝ PHÁP CHẾ(Mới),Tổng công ty Xây dựng số 1 – CTCP,Hồ Chí Minh,Lương: Cạnh Tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/quan-ly-phap-che.35C5992A.html
Phó Phòng Hành chính Kinh doanh - Sale Admin,Công ty Cổ Phần Bất Động Sản SeaHoldings,Hồ Chí Minh,Lương: 15 Tr - 20 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/pho-phong-hanh-chinh-kinh-doanh-sale-admin.35C57629.html
KỸ SƯ KẾT CẤU(Mới),HR Vietnam’s ESS Client,Nam Định,Lương: Cạnh Tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/ky-su-ket-cau.35C59928.html
KẾ TOÁN THUẾ(Mới),"Times Cargo Logistic Co,. LTD",Hồ Chí Minh,Lương: 13 Tr - 17 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/ke-toan-thue.35C59927.html
TRƯỞNG PHÒNG NHÂN SỰ TIẾNG TRUNG(Mới),Công Ty TNHH Deli Management Consulting,Đồng Nai,Lương: 20 Tr - 27 Tr VND,01-10-2025,N/A,https://careerviet.vn/vi/tim-viec-lam/truong-phong-nhan-su-tieng-trung.35C59922.html
Thợ điện(Mới),Công Ty CP Xây Dựng Số 1 (COFICO),Hồ Chí Minh,Lương: 10 Tr - 15 Tr VND,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/tho-dien.35C5991B.html
Nhân Viên Kế Toán Tổng Hợp (Hưng Yên)(Mới),Tập Đoàn Kim Tín,Hưng Yên,Lương: 15 Tr - 18 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ke-toan-tong-hop-hung-yen.35C59921.html
Nhân viên Chăm sóc khách hàng - Showroom Operation & Customer Experience(Mới),Công Ty TNHH Fursys VN,Hồ Chí Minh,Lương: Cạnh Tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-showroom-operation-customer-experience.35C5991A.html
[Hưng Yên] Kỹ thuật viên vận hành Cơ điện - Làm Kíp(Mới),CÔNG TY TNHH MEKTEC MANUFACTURING (VIỆT NAM),Hưng Yên,Lương: 10 Tr - 13 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/hung-yen-ky-thuat-vien-van-hanh-co-dien-lam-kip.35C59919.html
"Kế toán tổng hợp  (Thủ Đức, HCM)(Mới)",Công ty TNHH 3D Smart Solutions,Hồ Chí Minh,Lương: 13 Tr - 15 Tr VND,01-10-2025,15-10-2025,https://careerviet.vn/vi/tim-viec-lam/ke-toan-tong-hop-thu-duc-hcm.35C59910.html
Quản Lý Cửa Hàng Tommy Hilfiger Hồ Chí Minh(Mới),CÔNG TY TNHH THỜI TRANG VÀ MỸ PHẨM ÂU CHÂU,Hồ Chí Minh,Lương: 10 Tr - 15 Tr VND,01-10-2025,15-10-2025,https://careerviet.vn/vi/tim-viec-lam/quan-ly-cua-hang-tommy-hilfiger-ho-chi-minh.35C5990F.html
Nhân Viên R&D (Nghiên cứu và phát triển sản phẩm) - Nghành Nội Thất(Mới),Công Ty TNHH Fursys VN,Đồng Nai,Lương: Cạnh Tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-r-d-nghien-cuu-va-phat-trien-san-pham-nghanh-noi-that.35C59906.html
Quản Lý Cửa Hàng Hồ Chí Minh - Calvin Klein(Mới),CÔNG TY TNHH THỜI TRANG VÀ MỸ PHẨM ÂU CHÂU,Hồ Chí Minh,Lương: 10 Tr - 15 Tr VND,01-10-2025,15-11-2025,https://careerviet.vn/vi/tim-viec-lam/quan-ly-cua-hang-ho-chi-minh-calvin-klein.35C5990C.html
Senior Brand Manager (Thương hiệu KINGSPORT - Retail)(Mới),Công Ty TNHH XNK Phát Triển Đông Dương,Hồ Chí Minh,Lương: Cạnh Tranh,01-10-2025,30-10-2025,https://careerviet.vn/vi/tim-viec-lam/senior-brand-manager-thuong-hieu-kingsport-retail.35C59905.html
Nhân viên kế toán(Mới),CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐẦU TƯ KHANG THỊNH,Hồ Chí Minh,Lương: 12 Tr - 15 Tr VND,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ke-toan.35C5990B.html
Quản Lý Cửa Hàng  Quận 2/Quận 1 - Guess(Mới),CÔNG TY TNHH THỜI TRANG VÀ MỸ PHẨM ÂU CHÂU,Hồ Chí Minh,Lương: 10 Tr - 15 Tr VND,01-10-2025,15-10-2025,https://careerviet.vn/vi/tim-viec-lam/quan-ly-cua-hang-quan-2-quan-1-guess.35C5990A.html
